Timestamp,API,Latency(ms),Error Rate(%),Requests per Minute,Timeout Rate(%)
2024-09-05 20:00:00,Remote Lock/Unlock,248,1.837490052,47,1.273972477
2024-09-05 21:00:00,Location Services,566,3.20401369,127,2.183925109
2024-09-05 22:00:00,Remote Lock/Unlock,99,6.559121543,147,2.721603563
2024-09-05 23:00:00,Vehicle Info,363,6.364377536,162,2.737114555
2024-09-06 00:00:00,Booking Service,423,4.406881545,89,0.18762452
2024-09-06 01:00:00,Remote Lock/Unlock,550,5.365787359,144,1.070660636
2024-09-06 02:00:00,Vehicle Info,435,2.094432314,60,0.490572665
2024-09-06 03:00:00,Vehicle Info,88,5.260238375,156,0.721443484
2024-09-06 04:00:00,Booking Service,243,4.064033964,70,0.507278091
2024-09-06 05:00:00,Remote Lock/Unlock,63,0.573002927,146,0.686664687
2024-09-06 06:00:00,Remote Lock/Unlock,534,5.647889383,124,0.412589527
2024-09-06 07:00:00,Remote Lock/Unlock,364,4.671937304,62,1.985738526
2024-09-06 08:00:00,Location Services,664,3.641961813,76,2.604115615
2024-09-06 09:00:00,Remote Lock/Unlock,495,1.648365029,119,0.942595925
2024-09-06 10:00:00,Location Services,91,2.450192504,149,1.114106794
2024-09-06 11:00:00,Location Services,313,3.738431993,138,0.84498436
2024-09-06 12:00:00,Vehicle Info,393,6.655427882,112,1.688136616
2024-09-06 13:00:00,Vehicle Info,274,6.861581988,142,1.387336031
2024-09-06 14:00:00,Booking Service,669,2.448138724,89,0.540931049
2024-09-06 15:00:00,Location Services,54,5.606842686,50,1.660110741
2024-09-06 16:00:00,Booking Service,260,2.663768847,57,2.178023442
2024-09-06 17:00:00,Location Services,260,7.041202184,179,0.415232983
2024-09-06 18:00:00,Booking Service,211,7.39225309,132,2.263226187
2024-09-06 19:00:00,Vehicle Info,550,5.545419174,160,0.581590909
2024-09-06 20:00:00,Booking Service,349,0.47804847,158,1.31753616
2024-09-06 21:00:00,Location Services,60,2.576767505,103,1.32980947
2024-09-06 22:00:00,Location Services,204,4.651919634,114,2.501286746
2024-09-06 23:00:00,Vehicle Info,490,5.64911901,51,0.429579745
2024-09-07 00:00:00,Vehicle Info,669,7.343982938,71,1.601979369
2024-09-07 01:00:00,Remote Lock/Unlock,100,7.571972302,122,0.879748927
2024-09-07 02:00:00,Location Services,194,2.687639661,118,2.778311765
2024-09-07 03:00:00,Vehicle Info,522,6.062719647,89,2.226002371
2024-09-07 04:00:00,Location Services,376,3.635750715,93,2.874350013
2024-09-07 05:00:00,Vehicle Info,490,0.20339039,43,0.697089705
2024-09-07 06:00:00,Vehicle Info,625,3.800637709,56,2.617808962
2024-09-07 07:00:00,Vehicle Info,77,4.515785022,137,0.392382883
2024-09-07 08:00:00,Booking Service,529,7.708089172,175,0.379331681
2024-09-07 09:00:00,Vehicle Info,244,5.502458797,162,1.398953563
2024-09-07 10:00:00,Location Services,686,4.838585574,77,0.00984273
2024-09-07 11:00:00,Booking Service,646,4.19387576,126,2.651347823
2024-09-07 12:00:00,Remote Lock/Unlock,92,5.724058823,148,1.459398965
2024-09-07 13:00:00,Booking Service,220,5.74623603,118,2.06018467
2024-09-07 14:00:00,Remote Lock/Unlock,181,4.728784055,80,2.185449337
2024-09-07 15:00:00,Vehicle Info,545,1.656677065,104,2.709949639
2024-09-07 16:00:00,Booking Service,189,7.339233364,127,1.094472841
2024-09-07 17:00:00,Location Services,322,4.122113031,164,1.60347512
2024-09-07 18:00:00,Location Services,460,3.581126101,160,2.620086511
2024-09-07 19:00:00,Vehicle Info,623,5.23630741,43,2.544775861
2024-09-07 20:00:00,Vehicle Info,541,3.816034854,130,0.71152421
2024-09-07 21:00:00,Vehicle Info,523,3.883898589,73,1.025653683
2024-09-07 22:00:00,Location Services,452,1.886823757,77,0.833740853
2024-09-07 23:00:00,Vehicle Info,435,5.277485411,155,2.204035538
2024-09-08 00:00:00,Remote Lock/Unlock,518,5.848237896,119,1.690307726
2024-09-08 01:00:00,Remote Lock/Unlock,89,5.389216465,66,0.947757448
2024-09-08 02:00:00,Booking Service,133,4.910600985,72,1.476089293
2024-09-08 03:00:00,Location Services,462,1.525645937,95,2.868023894
2024-09-08 04:00:00,Remote Lock/Unlock,89,1.405934169,51,2.947314075
2024-09-08 05:00:00,Remote Lock/Unlock,557,1.548260582,119,0.517306444
2024-09-08 06:00:00,Vehicle Info,581,0.662777325,71,0.395960855
2024-09-08 07:00:00,Location Services,278,2.293117616,67,2.599408374
2024-09-08 08:00:00,Location Services,420,3.256862639,128,1.622193879
2024-09-08 09:00:00,Location Services,192,5.116685924,175,0.927310789
2024-09-08 10:00:00,Booking Service,442,7.392858417,133,1.036654735
2024-09-08 11:00:00,Remote Lock/Unlock,690,5.086838928,49,0.066576597
2024-09-08 12:00:00,Location Services,478,4.226168691,139,0.895690963
2024-09-08 13:00:00,Remote Lock/Unlock,195,2.369046731,48,1.712965155
2024-09-08 14:00:00,Remote Lock/Unlock,418,2.59205631,149,0.730038238
2024-09-08 15:00:00,Booking Service,127,3.821238955,129,1.393652462
2024-09-08 16:00:00,Vehicle Info,425,0.135021208,105,0.241405252
2024-09-08 17:00:00,Booking Service,51,0.584922189,42,1.432303696
2024-09-08 18:00:00,Remote Lock/Unlock,155,5.016792879,79,0.292923987
2024-09-08 19:00:00,Location Services,295,2.424762544,177,2.641604209
2024-09-08 20:00:00,Vehicle Info,343,2.285079644,52,0.851157536
2024-09-08 21:00:00,Location Services,234,5.34354333,173,0.641016422
2024-09-08 22:00:00,Remote Lock/Unlock,301,3.179088652,161,2.095187508
2024-09-08 23:00:00,Location Services,496,3.201602351,75,2.965457625
2024-09-09 00:00:00,Vehicle Info,335,7.093778365,90,2.055089779
2024-09-09 01:00:00,Vehicle Info,224,2.676051873,146,1.330861845
2024-09-09 02:00:00,Booking Service,464,6.474686058,94,1.084160827
2024-09-09 03:00:00,Remote Lock/Unlock,103,7.62901221,162,1.646523185
2024-09-09 04:00:00,Booking Service,340,5.943851034,126,1.03007133
2024-09-09 05:00:00,Location Services,143,0.915861551,92,0.786305236
2024-09-09 06:00:00,Remote Lock/Unlock,347,4.304044769,57,2.337062506
2024-09-09 07:00:00,Booking Service,356,3.304001962,91,1.409800381
2024-09-09 08:00:00,Location Services,595,6.534959165,84,1.941548478
2024-09-09 09:00:00,Vehicle Info,563,6.313894163,174,0.628436287
2024-09-09 10:00:00,Location Services,68,6.67410133,43,1.80841789
2024-09-09 11:00:00,Location Services,189,5.483428819,79,2.623510858
2024-09-09 12:00:00,Remote Lock/Unlock,564,2.668791204,86,2.919295722
2024-09-09 13:00:00,Remote Lock/Unlock,683,5.685624188,107,0.002110162
2024-09-09 14:00:00,Location Services,92,7.320805237,116,1.669476561
2024-09-09 15:00:00,Location Services,383,5.959665456,72,2.153431005
2024-09-09 16:00:00,Vehicle Info,314,6.420697351,103,0.640181506
2024-09-09 17:00:00,Booking Service,54,1.970839848,119,0.015146477
2024-09-09 18:00:00,Vehicle Info,134,5.338438205,76,1.403301106
2024-09-09 19:00:00,Location Services,517,2.605608611,61,0.09367069
2024-09-09 20:00:00,Location Services,209,0.167694529,58,1.709530473
2024-09-09 21:00:00,Remote Lock/Unlock,388,0.390294945,86,2.496471285
2024-09-09 22:00:00,Location Services,157,5.903182478,54,0.812538192
2024-09-09 23:00:00,Location Services,339,0.154394318,139,0.418282785
2024-09-10 00:00:00,Booking Service,183,7.639022452,179,2.957188434
2024-09-10 01:00:00,Vehicle Info,334,5.248408837,41,2.54260091
2024-09-10 02:00:00,Remote Lock/Unlock,210,7.517512816,143,2.421733842
2024-09-10 03:00:00,Remote Lock/Unlock,223,3.079721918,58,1.758069763
2024-09-10 04:00:00,Location Services,289,6.190960384,60,0.820225797
2024-09-10 05:00:00,Remote Lock/Unlock,62,1.358347154,145,1.546233276
2024-09-10 06:00:00,Booking Service,660,0.284056025,94,0.192057061
2024-09-10 07:00:00,Location Services,643,1.54647828,124,0.556691084
2024-09-10 08:00:00,Vehicle Info,372,7.319246885,51,2.50921173
2024-09-10 09:00:00,Location Services,447,3.733888014,98,2.696070426
2024-09-10 10:00:00,Location Services,534,3.79674432,102,1.860265793
2024-09-10 11:00:00,Location Services,167,4.799200474,160,2.822574402
2024-09-10 12:00:00,Remote Lock/Unlock,375,3.408680707,46,2.768594597
2024-09-10 13:00:00,Booking Service,512,5.073707411,118,1.581371914
2024-09-10 14:00:00,Location Services,288,6.989513147,155,2.181441804
2024-09-10 15:00:00,Location Services,268,2.602912972,174,1.250371091
2024-09-10 16:00:00,Location Services,451,5.55535241,149,2.204061431
2024-09-10 17:00:00,Remote Lock/Unlock,532,2.723178859,166,0.966487307
2024-09-10 18:00:00,Remote Lock/Unlock,116,6.637507635,152,1.406516986
2024-09-10 19:00:00,Location Services,514,5.250831873,49,0.052466298
2024-09-10 20:00:00,Vehicle Info,198,4.386028094,46,1.318745282
2024-09-10 21:00:00,Remote Lock/Unlock,677,6.978495347,130,1.60716733
2024-09-10 22:00:00,Booking Service,340,1.032595831,87,0.719536734
2024-09-10 23:00:00,Remote Lock/Unlock,114,2.628446049,63,2.654941666
2024-09-11 00:00:00,Location Services,549,2.831634249,121,0.619734167
2024-09-11 01:00:00,Remote Lock/Unlock,256,4.462829489,149,1.19489445
2024-09-11 02:00:00,Vehicle Info,299,2.309221098,80,0.153029262
2024-09-11 03:00:00,Remote Lock/Unlock,378,4.334968083,47,2.213003188
2024-09-11 04:00:00,Location Services,65,1.260006204,171,1.741777287
2024-09-11 05:00:00,Remote Lock/Unlock,124,0.463610284,167,2.999037954
2024-09-11 06:00:00,Booking Service,630,2.96210235,91,2.5005396
2024-09-11 07:00:00,Location Services,463,2.968858042,47,1.365174255
2024-09-11 08:00:00,Booking Service,89,0.858849467,122,0.282532816
2024-09-11 09:00:00,Booking Service,146,5.218198521,72,0.570221453
2024-09-11 10:00:00,Booking Service,471,7.434805023,83,0.328750784
2024-09-11 11:00:00,Vehicle Info,625,3.037924316,121,0.307790555
2024-09-11 12:00:00,Booking Service,693,0.259498984,123,1.413686623
2024-09-11 13:00:00,Vehicle Info,348,7.269598566,60,0.357197033
2024-09-11 14:00:00,Booking Service,428,2.002632518,140,2.193742871
2024-09-11 15:00:00,Vehicle Info,437,3.129172228,148,2.45153123
2024-09-11 16:00:00,Vehicle Info,663,7.852307161,93,0.12522705
2024-09-11 17:00:00,Booking Service,211,0.301762895,137,0.162270902
2024-09-11 18:00:00,Location Services,239,1.312395399,155,2.648778378
2024-09-11 19:00:00,Vehicle Info,559,3.428253512,154,1.906476345
2024-09-11 20:00:00,Vehicle Info,509,7.234402259,82,2.594720167
2024-09-11 21:00:00,Booking Service,598,4.119465955,47,0.156861765
2024-09-11 22:00:00,Location Services,261,3.235929519,144,0.388936365
2024-09-11 23:00:00,Location Services,141,2.624114661,124,1.051796133
2024-09-12 00:00:00,Vehicle Info,60,1.701809755,131,2.624022928
2024-09-12 01:00:00,Vehicle Info,682,3.248144244,124,0.60643813
2024-09-12 02:00:00,Remote Lock/Unlock,305,0.649625777,99,0.116289526
2024-09-12 03:00:00,Booking Service,591,0.029698222,177,0.55847887
2024-09-12 04:00:00,Location Services,254,1.42630302,160,1.854568015
2024-09-12 05:00:00,Vehicle Info,657,0.733579563,105,1.510456651
2024-09-12 06:00:00,Remote Lock/Unlock,401,1.128064147,40,0.901575317
2024-09-12 07:00:00,Remote Lock/Unlock,235,4.570325889,178,0.40882654
2024-09-12 08:00:00,Location Services,662,0.233703568,126,0.469078725
2024-09-12 09:00:00,Remote Lock/Unlock,104,7.793208495,171,2.931439132
2024-09-12 10:00:00,Booking Service,166,7.42537229,43,0.184752682
2024-09-12 11:00:00,Booking Service,619,0.459391745,58,1.284940244
2024-09-12 12:00:00,Location Services,508,3.621199112,158,2.239214789
2024-09-12 13:00:00,Booking Service,627,7.556215852,59,1.199552044
2024-09-12 14:00:00,Location Services,390,1.594500763,94,1.792421367
2024-09-12 15:00:00,Booking Service,357,3.236503872,115,2.293589985
2024-09-12 16:00:00,Remote Lock/Unlock,56,7.151830327,117,0.915749946
2024-09-12 17:00:00,Booking Service,446,6.665109886,128,0.804291464
2024-09-12 18:00:00,Booking Service,469,6.226411069,134,0.157089366
2024-09-12 19:00:00,Remote Lock/Unlock,312,6.538917389,109,2.562074279
2024-09-12 20:00:00,Booking Service,413,7.527120894,90,0.458900687
2024-09-12 21:00:00,Vehicle Info,633,1.102861656,153,2.520877078
2024-09-12 22:00:00,Vehicle Info,78,4.270497791,122,2.5206318
2024-09-12 23:00:00,Remote Lock/Unlock,60,0.173119325,116,2.017259042
2024-09-13 00:00:00,Location Services,521,2.143652472,73,0.714488767
2024-09-13 01:00:00,Remote Lock/Unlock,178,2.982813791,75,0.703715322
2024-09-13 02:00:00,Vehicle Info,480,0.807510579,108,0.717476006
2024-09-13 03:00:00,Booking Service,179,1.133265059,173,2.954414769
2024-09-13 04:00:00,Vehicle Info,50,7.335037335,169,0.793618299
2024-09-13 05:00:00,Remote Lock/Unlock,154,5.294943846,89,2.644262925
2024-09-13 06:00:00,Vehicle Info,696,0.319106145,146,2.893292718
2024-09-13 07:00:00,Remote Lock/Unlock,475,2.513342444,98,0.092657631
2024-09-13 08:00:00,Remote Lock/Unlock,206,6.63331809,95,0.537706769
2024-09-13 09:00:00,Booking Service,578,6.927207143,66,0.91808149
2024-09-13 10:00:00,Booking Service,447,4.886877426,127,2.309823702
2024-09-13 11:00:00,Vehicle Info,613,2.925328649,179,2.872625363
2024-09-13 12:00:00,Booking Service,202,0.893970412,103,0.424737182
2024-09-13 13:00:00,Vehicle Info,101,1.685086881,76,2.005152591
2024-09-13 14:00:00,Vehicle Info,89,3.875140432,48,2.788346716
2024-09-13 15:00:00,Booking Service,468,4.141330732,177,0.122949695
2024-09-13 16:00:00,Location Services,109,1.24552139,172,0.615697166
2024-09-13 17:00:00,Remote Lock/Unlock,237,6.763889459,99,2.878049216
2024-09-13 18:00:00,Location Services,480,5.650463403,57,0.300754613
2024-09-13 19:00:00,Remote Lock/Unlock,62,0.048660257,96,0.489447275
2024-09-13 20:00:00,Booking Service,342,1.16263835,109,2.819533778
2024-09-13 21:00:00,Remote Lock/Unlock,429,1.247078029,117,0.733607678
2024-09-13 22:00:00,Vehicle Info,548,7.916118557,158,2.756445826
2024-09-13 23:00:00,Remote Lock/Unlock,377,2.504967844,66,2.707167004
2024-09-14 00:00:00,Remote Lock/Unlock,608,3.509278289,65,0.45816118
2024-09-14 01:00:00,Vehicle Info,464,0.447796353,136,1.99678189
2024-09-14 02:00:00,Booking Service,490,6.815774438,60,0.686026648
2024-09-14 03:00:00,Remote Lock/Unlock,667,4.325249223,80,0.962007778
2024-09-14 04:00:00,Location Services,555,5.197540006,98,0.786604627
2024-09-14 05:00:00,Location Services,160,1.624124148,144,2.183448999
2024-09-14 06:00:00,Vehicle Info,70,5.140662687,41,1.683244429
2024-09-14 07:00:00,Remote Lock/Unlock,208,7.874728978,155,2.582046838
2024-09-14 08:00:00,Remote Lock/Unlock,527,2.896124984,68,0.413228798
2024-09-14 09:00:00,Vehicle Info,403,0.573952439,165,0.120865725
2024-09-14 10:00:00,Location Services,604,6.967745265,57,1.270454384
2024-09-14 11:00:00,Location Services,682,5.377627829,106,2.9176029
2024-09-14 12:00:00,Vehicle Info,233,4.789357913,170,2.41040149
2024-09-14 13:00:00,Location Services,478,4.687205897,65,0.893639769
2024-09-14 14:00:00,Booking Service,253,0.449515989,147,2.109517649
2024-09-14 15:00:00,Vehicle Info,192,6.079775819,149,1.434990344
2024-09-14 16:00:00,Vehicle Info,672,5.331947595,47,0.300340089
2024-09-14 17:00:00,Location Services,299,5.101043781,86,1.032780644
2024-09-14 18:00:00,Location Services,58,3.66580202,153,0.656937382
2024-09-14 19:00:00,Location Services,547,1.321321146,157,2.576406271
2024-09-14 20:00:00,Booking Service,487,0.750797432,166,0.997087318
2024-09-14 21:00:00,Booking Service,507,0.189547916,175,1.097486592
2024-09-14 22:00:00,Booking Service,142,4.258015084,111,2.414880755
2024-09-14 23:00:00,Remote Lock/Unlock,153,0.28576911,101,0.717511807
